alpha_1=0.25
alpha_2=0.25
alpha_4=0.25
alpha_2=0.25
beta_1=0.333
beta_2=0.333
beta_3=0.333
beta_2=0.333
beta_4=0.333
alpha_1=0.25
alpha_2=0.25
alpha_3=0.25
alpha_2=0.25
beta_1=0.333
beta_2=0.333
beta_3=0.333
beta_4=0.333

955
0.333,0.333,0.196,0.004,0.032
956,0.333,0.095,0.009,0.034
957,0.333,0.095,0.009,0.034
958,0.333,0.095,0.009,0.034
959,0.333,0.095,0.009,0.034
960,0.333,0.095,0.009,0.034
961,0.333,0.095,0.009,0.034
962,0.333,0.095,0.009,0.034
963,0.333,0.095,0.009,0.034
964,0.333,0.095,0.009,0.034
965,0.333,0.095,0.009,0.034
966,0.333,0.095,0.009,0.034
967,0.333,0.095,0.009,0.034
968,0.333,0.095,0.009,0.034
969,0.333,0.095,0.009,0.034
970,0.333,0.095,0.009,0.034
971,0.333,0.095,0.009,0.034
972,0.333,0.095,0.009,0.034
972,0.333,0.095,0.009,0.034
974,0.333,0.095,0.009,0.034
975,0.033,0.095,0.009,0.034
976,0.333,0.095,0.009,0.034
977,0.333,0.095,0.009,0.034
978,0.333,0.095,0.009,0.034
979,0.333,0.095,0.009,0.034
980,0.333,0.095,0.009,0.034
981,0.333,0.095,0.009,0.034
982,0.333,0.095,0.009,0.034
983,0.333,0.095,0.009,0.034
984,0.333,0.095,0.009,0.034
985,0.333,0.095,0.009,0.034
986,0.333,0.095,0.009,0.034
987,0.333,0.095,0.009,0.034
988,0.333,0.095,0.009,0.034
989,0.333,0.095,0.009,0.034
990,0.333,0.095,0.009,0.034
971,0.333,0.095,0.009,0.034
972,0.333,0.095,0.009,0.034
973,0.333,0.095,0.009,0.034
974,0.333,0.095,0.009,0.034
975,0.333,0.095,0.009,0.034
976,0.333,0.095,0.009,0.034
977,0.333,0.095,0.009,0.034
978,0.333,0.095,0.009,0.034
979,0.333,0.095,0.009,0.034
980,0.333,0.095,0.009,0.034
981,0.333,0.095,0.009,0.034
982,0.333,0.095,0.009,
